"","purchaseId","customer","n_items","value","region","office","predictor","profit"
"613",613,87,8,1222.88302682955,"NA",3,33207.16234133,82.0793961429008
"615",615,79,5,726.473506044257,"EU",1,73981.8240453203,258.709200456709
"616",616,40,9,1110.8489867051,"Asia",3,74616.6050688287,-48.818226560332
"618",618,45,10,1163.34964223462,"Asia",2,40148.0955852151,-194.53462716066
"619",619,28,5,519.933427871844,"NA",4,67139.733755392,-112.456871798742
"620",620,65,9,963.665892040894,"NA",1,5117.16206496698,-67.6978754692778
"623",623,51,3,286.018982699668,"Asia",2,15776.9459482643,-147.103705499326
"625",625,48,12,1204.26836722727,"Asia",3,39325.6087929646,-400.359236392043
"626",626,16,11,1367.26768522349,"NA",3,31147.0821801641,-75.3017996846613
"627",627,42,8,850.13473350499,"EU",4,93880.4359700661,-248.785069651315
"629",629,29,4,662.026783676029,"EU",4,79349.7214841964,30.8958703419657
"630",630,22,12,1901.72052542864,"EU",3,75568.3727168126,334.588420847685
"632",632,3,4,549.491549481944,"Asia",4,59980.716025946,-15.5361747797517
"633",633,33,7,1057.88847059933,"EU",3,62340.6829455122,107.090069436873
"634",634,83,6,874.855249452792,"EU",3,13800.5541089892,40.6211035646022
"635",635,24,13,1449.99797263933,"Asia",3,34337.2284463886,-299.317884107304
"636",636,70,10,875.309272861343,"NA",4,80608.3727306994,-510.762396888138
"637",637,76,4,564.428338882024,"Asia",3,98568.0107944265,-52.3858417736874
"639",639,39,7,859.001316973134,"Asia",2,50287.602712007,-143.453749806981
"643",643,78,5,710.406709539312,"NA",3,23756.7894960421,-9.16018723927402
"646",646,91,9,1656.2329527882,"Asia",1,34893.8201337238,569.485717476822
"647",647,95,11,1083.72122718819,"NA",3,6131.98381165671,-368.080166099103
"650",650,95,12,2018.42178013694,"EU",2,19569.0100567911,439.633010755944
"652",652,58,6,883.910795560476,"Asia",2,22056.5783250381,29.2790216839288
"653",653,99,13,1525.88858818507,"Asia",2,5370.18954050937,-192.096919545719
"654",654,28,4,827.804400624018,"Asia",3,57047.7647456944,179.364972253034
"661",661,27,4,684.540779712992,"EU",2,23815.520508437,58.0524697572649
"662",662,44,10,1575.64517725246,"NA",1,49396.7603203102,435.156357180392
"663",663,96,12,1105.19816880204,"Asia",2,67385.3869993994,-467.897365859766
"664",664,23,13,1811.07494059122,"SA",3,96642.1264714482,113.030855583232
"665",665,67,10,1404.89149721027,"EU",2,24826.2672008201,45.8257082905345
"666",666,50,3,495.402523965358,"SA",2,10367.8383632284,49.7977026979862
"668",668,90,9,1574.48215194879,"Asia",2,41923.3801044824,353.506857711778
"669",669,15,8,1428.00631900898,"Asia",3,99905.7172888904,284.372830102972
"670",670,97,12,1574.87011409903,"SA",2,39474.0776588023,8.4068727181284
"673",673,14,10,1549.65515184287,"Asia",3,18842.2220816442,247.434955011939
"676",676,39,9,1504.37153828926,"SA",3,93349.7339299328,310.31707583222
"677",677,53,5,752.393244248325,"NA",2,4773.54262858978,25.7264817136688
"678",678,37,8,1129.09840259565,"EU",2,4125.40280109434,64.4309021173162
"680",680,67,11,1749.10590270082,"SA",2,16769.2880279759,313.596234642296
"682",682,67,10,1150.60169061671,"NA",2,46532.7667568112,-225.81554903829
"685",685,88,9,1391.44295404593,"Asia",2,38724.3931142958,212.025345120161
"686",686,78,4,621.542933550159,"Asia",3,38342.9985410264,19.6417739367823
"687",687,65,9,1342.85275806025,"NA",2,67849.3644257183,137.672488826944
"689",689,2,4,690.211958537823,"Asia",4,48720.8997906097,95.0439101365467
"690",690,3,5,717.717741621357,"EU",4,66091.1245922155,13.0559529545108
"695",695,65,9,1129.5506037761,"Asia",3,41653.9720160966,-105.957689586822
"698",698,54,4,551.638049891355,"Asia",1,2550.5012729459,148.291326940488
"702",702,48,13,1906.97067541735,"Asia",4,32992.4449024515,214.472873679775
"703",703,1,4,536.491693225641,"Asia",3,42641.7384606237,-73.1844970401698
"704",704,96,11,1499.05773134329,"EU",1,57757.6779298985,223.174035837296
"706",706,18,11,1324.14651463554,"SA",2,34954.7703957721,-97.479427763898
"707",707,99,13,1621.78269971952,"NA",3,616.300089715049,-114.98668852098
"709",709,47,12,980.558747819283,"Asia",3,13593.3245684293,-574.372570170727
"710",710,8,7,1030.05852329039,"Asia",3,2476.63788687182,102.674989416795
"711",711,100,3,316.734484782307,"Asia",1,73260.8262076993,41.9777517441403
"712",712,13,8,1223.42851022964,"Asia",2,30355.3848371634,143.822888818675
"713",713,97,12,981.74917259104,"EU",2,80077.0947431624,-548.887190478666
"714",714,64,10,1121.90653773481,"Asia",4,48707.951695771,-227.366990656392
"715",715,35,7,939.375532108082,"NA",1,35503.7658730564,218.986904826068
"716",716,78,4,414.761979235732,"NA",3,938.852125826525,-200.870408275765
"717",717,52,4,490.278335066103,"Asia",2,54593.1455024534,-24.925106580182
"718",718,3,5,547.672001229593,"EU",3,72368.0157415357,-107.858843054811
"719",719,82,6,824.869627378575,"NA",3,99037.6641559827,48.8162270359344
"720",720,21,11,1912.04835484521,"Asia",2,94188.9744889678,389.400899266947
"721",721,54,6,599.215212170848,"Asia",3,64107.0504895442,-202.082262576964
"722",722,77,4,533.595644171852,"EU",1,3398.02132328879,134.531791490493
"724",724,43,11,1133.47068664357,"NA",3,47708.4533583932,-363.187234981129
"725",725,80,6,785.756817388617,"Asia",2,96557.9235058492,-66.5898066775126
"727",727,76,4,625.761645540853,"SA",3,41187.5431404454,101.623984230711
"728",728,38,9,1207.30533713253,"NA",3,92270.6574354807,-12.0690966170866
"729",729,66,10,1128.55316886102,"EU",3,81490.8015219786,-187.82738685639
"730",730,88,7,758.966039775764,"SA",4,60750.2547954982,-264.792210676638
"731",731,24,13,1578.21928571511,"Asia",1,54026.5385421538,92.9945313141527
"732",732,17,11,1903.31457837184,"SA",2,53082.3424244192,395.015206467507
"735",735,65,9,1493.71769712869,"SA",1,74813.33079277,492.451221623459
"736",736,44,12,1756.9481602618,"EU",2,23750.9978451321,151.911570500151
"737",737,51,3,461.48999096439,"EU",3,18711.1965502126,-36.4586078823754
"738",738,90,8,752.452415001278,"SA",3,3061.57886629784,-372.199853573871
"739",739,78,5,612.249850746943,"NA",3,67367.9574251468,-79.2982481492184
"741",741,84,6,1044.88670145868,"Asia",2,93771.6800711893,174.791402477377
"742",742,2,4,685.109714710598,"Asia",2,89021.8492137396,147.773862900251
"743",743,49,12,1205.3656317183,"Asia",1,87103.2832202178,-235.912470559402
"744",744,100,3,330.350230933409,"EU",2,20014.5606353343,-157.755214747305
"745",745,24,12,1701.97819873761,"Asia",2,59415.7635203723,19.4247230194221
"748",748,50,3,483.326180065154,"Asia",3,23951.1459124808,22.8413504590291
"749",749,87,8,768.016630498534,"NA",3,75404.4541090191,-355.399085948519
"750",750,85,7,1202.88506440938,"NA",4,47345.5527340199,194.878375607825
"751",751,71,12,1125.7597630925,"Asia",3,74694.9208074943,-443.685825208722
"755",755,88,7,800.524788945789,"Asia",1,63203.6786283196,14.9373475010241
"756",756,36,8,951.93570699154,"Asia",2,79263.1840422107,-83.916922628472
"757",757,26,5,403.30355448106,"Asia",2,8354.05920918589,-246.977741001595
"760",760,21,11,1092.23490404618,"EU",2,49647.2335993848,-429.925484376219
"761",761,73,13,1219.0196084003,"Asia",3,87744.6573828289,-470.148939307866
"762",762,56,6,1043.17183671539,"NA",2,76200.5479956642,163.551577318675
"763",763,5,6,621.962964068065,"SA",3,72607.4839479115,-199.528296884873
"767",767,70,11,973.060585086556,"NA",4,27186.710300857,-467.602896356415
"769",769,62,8,1196.62064596948,"SA",1,92467.1174557486,361.573453594845
"771",771,98,12,2058.82518259785,"Asia",3,20462.3894156604,406.665551187222
"773",773,98,12,1134.29254171997,"NA",3,6814.79971475294,-458.028396229971
"774",774,71,11,1137.56107071504,"EU",3,17835.191329174,-343.745952078388
"776",776,89,10,1270.36107366105,"EU",2,52846.3776788358,-35.5735755141632
"777",777,98,13,2248.59528596226,"Asia",2,67367.6665061668,511.957455772432
"781",781,81,5,823.914879854504,"EU",3,16170.6032163778,161.253617906456
"782",782,70,11,1128.98146577655,"Asia",1,22788.647544862,-194.737220509765
"783",783,22,12,1655.65624677161,"NA",1,85409.4072611087,283.492534493698
"787",787,91,10,888.21339491047,"Asia",3,29730.8981546382,-424.48977556014
"789",789,15,9,909.67239232759,"EU",2,11085.6754167716,-343.657204054982
"791",791,51,5,519.243009074854,"Asia",3,39830.842442167,-126.146288047805
"792",792,58,6,1059.16820227341,"EU",3,59356.6765367661,181.768540349772
"794",794,45,10,1747.7826308665,"SA",4,35247.3509317883,371.838869910073
"797",797,11,7,895.91501596953,"Asia",1,96600.1174447727,58.3661039832738
"799",799,8,7,828.431555417606,"EU",3,33990.7562810776,-83.3037159798037
"802",802,61,7,833.038786481908,"Asia",2,49036.8121918039,-117.750479014325
"803",803,79,5,639.53086655496,"Asia",3,98866.2787208331,-7.93533827190822
"805",805,69,10,1306.26579088192,"EU",4,23066.6912121812,-93.0798277408269
"806",806,19,10,1474.63900090312,"SA",4,80912.9917944577,46.297181615424
"808",808,39,8,1441.99052713492,"NA",2,69143.0013861987,306.52061857065
"809",809,34,6,724.666991782781,"NA",3,47054.7566873438,-167.734636023329
"810",810,44,12,1121.30407491785,"EU",2,35091.9947017059,-488.667027318194
"813",813,14,9,845.871224465241,"Asia",3,94885.9698925798,-337.205712507045
"814",814,44,12,1604.56977211209,"Asia",1,68654.2134253539,209.717462993558
"816",816,45,11,1519.7234591096,"Asia",2,54570.6629251214,-13.5789184394839
"817",817,72,12,1994.11485755154,"SA",2,57865.8310595497,387.627372874307
"818",818,98,12,1412.35090020017,"Asia",1,5958.8538870716,10.5472541184072
"819",819,2,3,303.384321405305,"EU",4,61532.7238019574,-147.234038510043
"820",820,7,6,1095.13411682611,"EU",4,84859.2995396792,247.756697390869
"821",821,6,5,657.957841791791,"Asia",1,39876.4641261147,129.502783618667
"822",822,27,4,489.898579635191,"Asia",3,49934.101832381,-57.1504099486002
"823",823,76,5,510.538260474624,"EU",1,40601.5253300609,44.4400406543879
"824",824,73,13,1739.12761513697,"NA",3,34638.2708481322,39.5571345613164
"827",827,85,8,1105.16853433274,"Asia",1,30125.7297389258,218.970101686002
"829",829,53,4,461.126753853518,"SA",2,47016.1985488271,-76.2166315405987
"833",833,45,11,1708.24072724163,"Asia",2,73608.0043084624,249.660361134857
"834",834,88,8,1213.68602683659,"EU",2,31224.9789209934,146.452592893795
"836",836,84,6,607.951483501451,"SA",2,53334.4803095344,-215.310191218334
"837",837,21,12,1145.59446371687,"SA",2,11575.1124796767,-408.408546602304
"839",839,59,7,814.316919546678,"Asia",3,22552.6191207343,-92.8274809621577
"840",840,92,9,1542.91975204428,"EU",4,32110.9136643279,331.842985695514
"841",841,32,7,869.783489080887,"SA",2,66809.016197433,-60.1997050789967
"842",842,1,4,503.854725121844,"Asia",4,97103.1305870488,-119.443325562131
"844",844,52,5,730.495424410996,"EU",2,97229.3937782699,81.8003101887133
"845",845,33,7,883.123037391358,"Asia",3,77598.8054283326,-74.21057899406
"846",846,89,8,1004.96006553816,"Asia",4,82613.7496929117,-161.542643076006
"849",849,58,7,1098.3668627146,"EU",3,75362.1266663396,125.855104081296
"850",850,61,7,1077.98819494553,"Asia",2,56786.0008998408,149.480964690631
"851",851,23,13,1345.87455717971,"NA",2,96496.4348981702,-340.817873002221
"852",852,34,7,1023.87171853256,"NA",2,54026.9833839331,33.1230804483871
"853",853,92,11,1800.18190702209,"Asia",3,89219.6670421769,364.990960095781
"854",854,55,4,627.365562294525,"EU",2,1145.29459026642,32.8339276659291
"855",855,40,9,1014.17142226445,"Asia",3,14609.2681517908,-166.20696498445
"856",856,43,11,1770.24945153103,"NA",4,57505.3266110667,279.659723512911
"859",859,26,3,309.392647038334,"NA",1,33570.9307168345,91.3977859638744
"860",860,16,11,1827.93887406528,"Asia",1,50732.3850735237,570.152793066693
"863",863,33,7,1212.19631752518,"NA",4,23853.7590202424,201.046738693356
"864",864,88,9,903.609986950731,"Asia",2,65592.3719287163,-286.860383118588
"865",865,52,4,711.255784142056,"NA",2,85618.3925832775,153.711802875098
"866",866,55,5,759.120945888307,"NA",3,23590.5395550441,45.0107285043659
"867",867,31,6,799.598804429459,"SA",3,34786.6548946146,-33.9445907831174
"868",868,61,8,1046.62258113989,"EU",2,80231.6286702007,-2.39937986503969
"870",870,21,12,1738.41373726976,"Asia",2,20379.3755741164,176.642326700844
"871",871,87,8,1316.59437487683,"Asia",4,63144.8410736877,244.622178926343
"872",872,89,9,916.784754289225,"EU",3,50075.6599812938,-302.479006810402
"873",873,3,4,507.684492533393,"Asia",3,12785.6614195118,-39.6314364937035
"874",874,48,13,1235.53757291016,"NA",3,88144.0675126549,-474.958728525967
"876",876,36,6,1046.0439562848,"Asia",4,60946.6253631273,195.559581572382
"877",877,42,10,1182.82662829033,"Asia",3,94146.9598278471,-198.766532847623
"878",878,48,12,1906.70469953844,"NA",3,9181.13562960271,247.964355296208
"879",879,66,10,977.039672806414,"Asia",4,36054.5231622029,-379.660885652328
"880",880,71,12,1764.88456854114,"EU",4,49418.8395924345,172.120525199043
"881",881,13,9,1302.74503616067,"NA",3,60276.8905464036,104.029052357954
"882",882,81,6,520.002946397672,"Asia",1,38429.826506184,-119.820394920058
"883",883,8,5,932.693693623989,"EU",2,89765.9105586223,160.02880131103
"885",885,57,6,831.346664200047,"NA",4,28287.7510269627,26.8648282774108
"886",886,51,5,489.206767660464,"EU",3,44658.5095749325,-184.589112145256
"888",888,16,9,1206.99652339065,"NA",3,11716.3325385929,-14.7845306088932
"889",889,98,13,1777.01196572536,"EU",2,49257.9625839042,25.064629935508
"891",891,44,10,1166.91674247964,"Asia",3,56282.6000285712,-189.473370688718
"892",892,44,11,1348.97157367185,"NA",3,21663.9312757021,-111.1230186005
"894",894,28,6,840.720157068669,"EU",2,41375.9325862527,45.3531586054053
"895",895,62,8,704.910331669462,"NA",1,26999.5169173884,-160.851932797271
"897",897,75,3,317.969397220754,"EU",3,35370.6916154295,-184.038967306376
"898",898,42,10,942.466976410873,"Asia",2,57532.0982817756,-360.891830032799
"899",899,26,4,353.729102105255,"Asia",3,39382.073850346,-232.845435473475
"900",900,4,4,766.7102699716,"SA",3,25207.3852438994,123.868086433012
"903",903,66,8,1118.79012065296,"NA",1,64263.7002206154,183.784519834627
"904",904,26,3,600.00757723586,"EU",1,50059.7556187694,305.910567326911
"905",905,79,6,717.254321580271,"Asia",2,99514.8527498539,-97.7318903589385
"907",907,69,11,1681.85717145493,"Asia",2,96217.733095052,215.889072671134
"908",908,11,8,765.355607913322,"NA",4,16712.7937972066,-389.129715535985
"909",909,36,8,875.123231612412,"EU",2,1821.03053353541,-273.449382301505
"910",910,51,3,511.878714223205,"EU",3,46926.5390653952,27.354353850916
"911",911,32,7,695.977775870773,"EU",3,42678.9828420882,-316.870109132565
"912",912,82,6,1068.43456119659,"NA",1,49967.7963736528,386.428211714573
"913",913,49,14,1268.53472142743,"NA",3,53305.8363732104,-551.192384134921
"914",914,6,5,640.967034501303,"EU",3,68101.0463165778,-4.08567427731873
"917",917,21,10,1677.4447389244,"NA",3,12008.927742793,292.383739561698
"918",918,77,4,481.230358135794,"NA",2,45268.7156861702,-128.252645475382
"919",919,14,8,1360.72764487624,"Asia",3,83215.8780352939,242.555463899295
"921",921,94,11,1167.2002535949,"Asia",2,47526.9999612314,-280.61070348284
"922",922,97,12,2102.71383239594,"Asia",3,54607.8264918777,427.936835929401
"923",923,14,9,1023.8133567584,"NA",4,26716.4278604756,-270.250203208774
"925",925,46,11,964.900348673078,"Asia",2,67894.5552841513,-553.313797609391
"930",930,8,6,889.395951660867,"Asia",2,85547.3464896677,26.068992697527
"932",932,3,4,597.271598584855,"Asia",2,45952.571773048,0.789366140528273
"933",933,80,5,922.814568283408,"Asia",3,55454.2722025251,206.792236403695
"934",934,88,8,1371.60044196872,"NA",3,39386.0749816624,272.012317303086
"935",935,57,5,561.214104818607,"Asia",2,72121.8032904805,-184.174043524341
"936",936,50,3,299.087670675116,"SA",2,53509.2289962647,-158.600833464331
"937",937,87,8,964.210811872002,"Asia",2,78220.2539341708,-109.277602533787
"940",940,38,9,1260.20329940497,"SA",4,59262.6914524776,-16.0435966256969
"942",942,44,11,1326.93911902631,"NA",2,39680.2105547141,-90.9420796306406
"943",943,5,5,731.148878700031,"EU",2,79947.6347958888,69.3442054076995
"944",944,98,13,1667.41758357392,"EU",3,52335.8969874359,-76.5224463767449
"945",945,85,6,638.789012985677,"EU",3,69414.4216932999,-206.892583821458
"947",947,35,8,1089.04760085235,"NA",3,87666.8515847395,31.2958370154079
"949",949,88,9,1274.02603035525,"NA",2,21517.4931849965,34.2752910016986
"950",950,47,12,1479.19905491355,"NA",1,87625.5437903842,108.038400881018
"951",951,41,10,1217.21815929252,"EU",2,50355.7889754195,-100.186464163841
"952",952,16,10,1478.50306387399,"EU",1,29824.1285492254,279.841721883636
"953",953,30,5,863.726995907986,"Asia",3,40199.198210686,100.458433745435
"954",954,82,6,704.730942660809,"EU",4,96149.851510773,-159.440915136098
"958",958,66,10,1014.50259374243,"NA",2,97554.159918529,-333.377585338882
"959",959,59,6,916.509060779505,"NA",2,62879.7302975182,51.731629209503
"960",960,76,5,655.363282026524,"NA",2,39897.2657062928,6.25137413139339
"961",961,97,11,1223.87914229506,"NA",4,24410.7385529852,-250.564863665511
"964",964,75,4,433.849142642059,"NA",3,93182.643548565,-173.213330289512
"965",965,82,6,628.225470751126,"Asia",2,17392.107683046,-258.04855336341
"967",967,44,10,1249.42496037975,"Asia",1,94161.7331569812,55.9080029826057
"968",968,57,6,557.185188978655,"SA",3,49488.1640137837,-312.938085402642
"969",969,21,12,1707.50342560151,"Asia",4,1220.76039393805,101.660884308931
"971",971,2,5,640.358803166546,"Asia",2,10489.8048941523,-70.0042210964435
"972",972,16,9,1391.82625706002,"SA",2,18386.4141119714,149.213410254475
"973",973,56,5,605.783228127626,"NA",3,32077.6089475045,-95.1712666141499
"975",975,69,10,1062.08440531003,"Asia",2,48836.6708997593,-260.233645726341
"978",978,76,3,368.778384798735,"NA",2,60914.4860451536,-138.698389163347
"980",980,72,12,1599.61186904296,"SA",3,94247.117120927,-14.418182515114
"981",981,68,9,758.166048010847,"Asia",1,3891.63127495861,-296.867344244877
"986",986,95,12,1462.18023263036,"EU",3,42084.4634454658,-86.6372735397774
"987",987,41,10,1568.20825214332,"Asia",3,34591.5414136257,211.501195511075
"988",988,28,5,867.76504447547,"Asia",3,34563.7690468174,117.569552688978
"990",990,45,11,1134.49187138125,"EU",2,31367.3393729981,-331.558655554938
"993",993,26,4,737.07812352844,"NA",2,64228.8711069629,100.141029878745
"997",997,85,8,664.010712743304,"Asia",3,11100.7448569571,-420.266509919018
"998",998,77,3,499.868425239818,"Asia",1,92139.5019392835,247.553643192299
"999",999,25,4,393.281423847511,"Asia",3,58877.3853402275,-140.063070748592
